Time	Vo
0.21029310000501716	120.10128799209093
0.21029320000501717	120.11143401052441
0.21029330000501717	120.12157037431666
0.21029340000501717	120.1316970829957
0.21029350000501718	120.14181413609116
0.21029360000501718	120.15192153313463
0.21029370000501718	120.1620192736595
0.21029380000501718	120.17210735720099
0.21029390000501719	120.18218578329619
0.21029400000501719	120.19225455148393
0.21029410000501719	120.2023136613049
0.2102942000050172	120.2123631123016
0.2102943000050172	120.22240290401844
0.2102944000050172	120.23243303600147
0.2102945000050172	120.24245350779871
0.21029460000501721	120.25246431895997
0.21029470000501721	120.26246546903687
0.21029480000501721	120.27245695758289
0.21029490000501722	120.28243878415327
0.21029500000501722	120.29241094830512
0.21029510000501722	120.30237344959727
0.21029520000501722	120.31232628759058
0.21029530000501723	120.32226946184753
0.21029540000501723	120.33220297193256
0.21029550000501723	120.34212681741178
0.21029560000501724	120.35204099785328
0.21029570000501724	120.36194551282691
0.21029580000501724	120.37184036190438
0.21029590000501724	120.38172554465908
0.21029600000501725	120.3916010606663
0.21029610000501725	120.40146690950318
0.21029620000501725	120.41132309074871
0.21029630000501726	120.4211696039836
0.21029640000501726	120.43100644879051
0.21029650000501726	120.44083362475378
0.21029660000501726	120.45065113145965
0.21029670000501727	120.46045896849611
0.21029680000501727	120.4702571354531
0.21029690000501727	120.48004563192225
0.21029700000501728	120.48982445749708
0.21029710000501728	120.49959361177285
0.21029720000501728	120.50935309434672
0.21029730000501728	120.51910290481766
0.21029740000501729	120.52884304278648
0.21029750000501729	120.53857350785566
0.21029760000501729	120.54829429962967
0.2102977000050173	120.55800541771471
0.2102978000050173	120.56770686171883
0.2102979000050173	120.5773986312519
0.2102980000050173	120.58708072592553
0.21029810000501731	120.59675314535323
0.21029820000501731	120.60641588915026
0.21029830000501731	120.61606895693384
0.21029840000501732	120.62571234832282
0.21029850000501732	120.63534606293797
0.21029860000501732	120.64497010040186
0.21029870000501732	120.65458446033892
0.21029880000501733	120.66418914237529
0.21029890000501733	120.67378414613897
0.21029900000501733	120.68336947125987
0.21029910000501734	120.69294511736948
0.21029920000501734	120.70251108410137
0.21029930000501734	120.71206737109081
0.21029940000501735	120.7216139779748
0.21029950000501735	120.73115090439228
0.21029960000501735	120.74067814998392
0.21029970000501735	120.75019571439231
0.21029980000501736	120.75970359726179
0.21029990000501736	120.76920179823846
0.21030000000501736	120.77868784260157
0.21030010000501737	120.76151164387569
0.21030020000501737	120.74433727719151
0.21030030000501737	120.72716535299809
0.21030040000501737	120.70999587094799
0.21030050000501738	120.69282883069391
0.21030060000501738	120.67566423188863
0.21030070000501738	120.65850207418498
0.21030080000501739	120.64134235723566
0.21030090000501739	120.62418508069366
0.21030100000501739	120.60703024421187
0.21030110000501739	120.58987784744323
0.2103012000050174	120.57272789004078
0.2103013000050174	120.55558037165765
0.2103014000050174	120.538435291947
0.21030150000501741	120.52129265056197
0.21030160000501741	120.50415244715576
0.21030170000501741	120.48701468138171
0.21030180000501741	120.46987935289306
0.21030190000501742	120.45274646134324
0.21030200000501742	120.43561600638563
0.21030210000501742	120.41848798767376
0.21030220000501743	120.40136240486115
0.21030230000501743	120.38423925760138
0.21030240000501743	120.36711854554807
0.21030250000501743	120.35000026835485
0.21030260000501744	120.33288442567545
0.21030270000501744	120.3157710171636
0.21030280000501744	120.29866004247319
0.21030290000501745	120.28155150125815
0.21030300000501745	120.26444539317225
0.21030310000501745	120.24734171786952
0.21030320000501745	120.23024047500405
0.21030330000501746	120.21314166422977
0.21030340000501746	120.19604528520088
0.21030350000501746	120.17895133757156
0.21030360000501747	120.16185982099593
0.21030370000501747	120.14477073512833
0.21030380000501747	120.12768407962304
0.21030390000501747	120.11059985413443
0.21030400000501748	120.09351805831696
0.21030410000501748	120.07643869182508
0.21030420000501748	120.05936175431317
0.21030430000501749	120.04228724543597
0.21030440000501749	120.02521516484794
0.21030450000501749	120.00814551220378
0.21030460000501749	119.9910782871582
0.2103047000050175	119.97401348936597
0.2103048000050175	119.95695111848184
0.2103049000050175	119.93989117416075
0.21030500000501751	119.92283365605755
0.21030510000501751	119.90577856382721
0.21030520000501751	119.8887258971247
0.21030530000501751	119.87167565560505
0.21030540000501752	119.85462783892339
0.21030550000501752	119.83758244673486
0.21030560000501752	119.82053947869467
0.21030570000501753	119.80349893445809
0.21030580000501753	119.78646081368039
0.21030590000501753	119.76942511601686
0.21030600000501753	119.7523918411229
0.21030610000501754	119.73536098865404
0.21030620000501754	119.71833255826567
0.21030630000501754	119.70130654961341
0.21030640000501755	119.68428296235281
0.21030650000501755	119.66726179613947
0.21030660000501755	119.6502430506291
0.21030670000501756	119.63322672547748
0.21030680000501756	119.61621282034031
0.21030690000501756	119.5992013348735
0.21030700000501756	119.58219226873288
0.21030710000501757	119.56518562157443
0.21030720000501757	119.54818139305409
0.21030730000501757	119.53117958282787
0.21030740000501758	119.51418019055188
0.21030750000501758	119.49718321588226
0.21030760000501758	119.48018865847516
0.21030770000501758	119.46319651798677
0.21030780000501759	119.44620679407345
0.21030790000501759	119.42921948639147
0.21030800000501759	119.41223459459724
0.2103081000050176	119.3952521183471
0.2103082000050176	119.37827205729755
0.2103083000050176	119.36129441110508
0.2103084000050176	119.34431917942631
0.21030850000501761	119.32734636191786
0.21030860000501761	119.31037595823636
0.21030870000501761	119.29340796803855
0.21030880000501762	119.27644239098119
0.21030890000501762	119.25947922672104
0.21030900000501762	119.24251847491497
0.21030910000501762	119.22556013521994
0.21030920000501763	119.20860420729286
0.21030930000501763	119.19165069079077
0.21030940000501763	119.18168710505925
