Time	Tensao_chave
0.037275200000041933	125.00407326633905
0.037275300000041936	125.00573773916875
0.037275400000041939	125.00740129313967
0.037275500000041942	125.00906392826994
0.037275600000041945	125.01072564457775
0.037275700000041948	125.01238644208121
0.03727580000004195	125.01404632079854
0.037275900000041953	125.01570528074797
0.037276000000041956	125.01736332194764
0.037276100000041959	125.01902044441586
0.037276200000041962	125.02067664817082
0.037276300000041965	125.02233193323079
0.037276400000041968	125.02398629961405
0.037276500000041971	125.02563974733891
0.037276600000041973	125.02729227642362
0.037276700000041976	125.02894388688652
0.037276800000041979	125.03059457874596
0.037276900000041982	125.03224435202026
0.037277000000041985	125.03389320672777
0.037277100000041988	125.03554114288688
0.037277200000041991	125.037188160516
0.037277300000041994	125.03883425963352
0.037277400000041996	125.04047944025783
0.037277500000041999	125.04212370240739
0.037277600000042002	125.04376704610063
0.037277700000042005	125.04540947135604
0.037277800000042008	125.04705097819206
0.037277900000042011	125.04869156662718
0.037278000000042014	125.05033123667994
0.037278100000042017	125.0519699883688
0.037278200000042019	125.05360782171235
0.037278300000042022	125.05524473672911
0.037278400000042025	125.05688073343765
0.037278500000042028	125.05851581185654
0.037278600000042031	125.06014997200435
0.037278700000042034	125.06178321389973
0.037278800000042037	125.06341553756127
0.03727890000004204	125.06504694300759
0.037279000000042042	125.06667743025739
0.037279100000042045	125.06830699932925
0.037279200000042048	125.06993565024194
0.037279300000042051	125.07156338301408
0.037279400000042054	125.0731901976644
0.037279500000042057	125.07481609421163
0.03727960000004206	125.07644107267448
0.037279700000042063	125.07806513307175
0.037279800000042065	125.07968827542216
0.037279900000042068	125.08131049974448
0.037280000000042071	125.08293180605752
0.037280100000042074	125.08455219438008
0.037280200000042077	125.08617166473095
0.03728030000004208	125.08779021712905
0.037280400000042083	125.08940785159317
0.037280500000042086	125.09102456814216
0.037280600000042088	125.09264036679491
0.037280700000042091	125.09425524757032
0.037280800000042094	125.09586921048731
0.037280900000042097	125.09748225556478
0.0372810000000421	125.09909438282168
0.037281100000042103	125.10070559227697
0.037281200000042106	125.10231588394961
0.037281300000042109	125.10392525785855
0.037281400000042111	125.1055337140228
0.037281500000042114	125.10714125246139
0.037281600000042117	125.10874787319332
0.03728170000004212	125.11035357623763
0.037281800000042123	125.11195836161339
0.037281900000042126	125.11356222933961
0.037282000000042129	125.11516517943542
0.037282100000042132	125.11676721191991
0.037282200000042134	125.1183683268122
0.037282300000042137	125.11996852413138
0.03728240000004214	125.1215678038966
0.037282500000042143	125.12316616612702
0.037282600000042146	125.12476361084181
0.037282700000042149	125.12636013806011
0.037282800000042152	125.12795574780114
0.037282900000042155	125.1295504400841
0.037283000000042157	125.13114421492827
0.03728310000004216	125.1327370723528
0.037283200000042163	125.13432901237695
0.037283300000042166	125.13592003502006
0.037283400000042169	125.1375101403014
0.037283500000042172	125.13909932824022
0.037283600000042175	125.14068759885583
0.037283700000042178	125.14227495216761
0.03728380000004218	125.14386138819484
0.037283900000042183	125.14544690695689
0.037284000000042186	125.14703150847313
0.037284100000042189	125.14861519276295
0.037284200000042192	125.15019795984571
0.037284300000042195	125.15177980974084
0.037284400000042198	125.15336074246781
0.037284500000042201	125.154940758046
0.037284600000042203	125.15651985649487
0.037284700000042206	125.15809803783392
0.037284800000042209	125.15967530208263
0.037284900000042212	125.16125164926048
0.037285000000042215	125.16282707938696
0.037285100000042218	125.16440159248162
0.037285200000042221	125.16597518856399
0.037285300000042224	125.16754786765367
0.037285400000042226	125.16911962977014
0.037285500000042229	125.17069047493302
0.037285600000042232	125.17226040316194
0.037285700000042235	125.17382941447647
0.037285800000042238	125.17539750889625
0.037285900000042241	125.17696468644095
0.037286000000042244	125.1785309471302
0.037286100000042247	125.18009629098366
0.037286200000042249	125.18166071802102
0.037286300000042252	125.18322422826198
0.037286400000042255	125.18478682172621
0.037286500000042258	125.1863484984335
0.037286600000042261	125.18790925840358
0.037286700000042264	125.18946910165616
0.037286800000042267	125.19102802821105
0.03728690000004227	125.192586038088
0.037287000000042272	125.19414313130684
0.037287100000042275	125.19569930788738
0.037287200000042278	125.19725456784943
0.037287300000042281	125.19880891121284
0.037287400000042284	125.20036233799743
0.037287500000042287	125.20191484822311
0.03728760000004229	125.20346644190977
0.037287700000042293	125.2050171190773
0.037287800000042295	125.20656687974557
0.037287900000042298	125.20811572393455
0.037288000000042301	125.20966365166416
0.037288100000042304	125.21121066295436
0.037288200000042307	125.21275675782513
0.03728830000004231	125.21430193629647
0.037288400000042313	125.21584619838831
0.037288500000042316	125.21738954412073
0.037288600000042318	125.21893197351375
0.037288700000042321	125.22047348658734
0.037288800000042324	125.22201408336167
0.037288900000042327	125.22355376385673
0.03728900000004233	125.22509252809263
0.037289100000042333	125.22663037608945
0.037289200000042336	125.2281673078673
0.037289300000042339	125.22970332344634
0.037289400000042341	125.2312384228467
0.037289500000042344	125.2327726060885
0.037289600000042347	125.23430587319197
0.03728970000004235	125.23583822417726
0.037289800000042353	125.23736965906454
0.037289900000042356	125.23890017787406
0.037290000000042359	125.24042978062607
0.037290100000042362	0.0062092795921984134
0.037290200000042364	0.0062112045651900871
0.037290300000042367	0.0062131295381533391
0.03729040000004237	0.0062150545110597477
0.037290500000042373	0.0062169794839377346
0.037290600000042376	0.0062189044567304563
0.037290700000042379	0.0062208294295089672
0.037290800000042382	0.006222754402202213
0.037290900000042385	0.006224679374867037
0.037291000000042387	0.0062266043474608068
0.03729110000004239	0.0062285293200261549
0.037291200000042393	0.0062304542925630813
0.037291300000042396	0.0062323792650147425
0.037291400000042399	0.0062343042374664037
0.037291500000042402	0.006236229209818589
0.037291600000042405	0.0062381541821423525
0.037291700000042408	0.0062400791543950618
0.03729180000004241	0.0062420041265909276
0.037291900000042413	0.0062439290987583718
0.037292000000042416	0.0062458540708831833
0.037292100000042419	0.0062477790429653624
0.037292200000042422	0.0062497040149906979
0.037292300000042425	0.0062516289869307684
0.037292400000042428	0.006253553958856628
0.037292500000042431	0.0062554789307824876
0.037292600000042433	0.0062574039025946604
0.037292700000042436	0.0062593288743642006
0.037292800000042439	0.0062612538460768974
0.037292900000042442	0.0062631788177469616
0.037293000000042445	0.0062651037893886041
0.037293100000042448	0.0062670287609734032
0.037293200000042451	0.006268953732487148
0.037293300000042454	0.006270878703986682
0.037293400000042456	0.0062728036754009509
0.037293500000042459	0.0062747286467725871
0.037293600000042462	0.0062766536181158017
0.037293700000042465	0.0062785785893737511
0.037293800000042468	0.0062805035606174897
0.037293900000042471	0.0062824285318043849
0.037294000000042474	0.0062843535029344366
0.037294100000042477	0.0062862784740218558
0.037294200000042479	0.0062882034450382207
0.037294300000042482	0.0062901284160545856
0.037294400000042485	0.0062920533869856854
0.037294500000042488	0.0062939783578457309
0.037294600000042491	0.0062959033286773547
0.037294700000042494	0.0062978282994947676
0.037294800000042497	0.0062997532702127046
0.0372949000000425	0.0063016782409164307
0.037295000000042502	0.0063036032115491025
0.037295100000042505	0.0063055281821107201
0.037295200000042508	0.0063074531526581268
0.037295300000042511	0.0063093781231486901
0.037295400000042514	0.0063113030936250425
0.037295500000042517	0.0063132280640019189
0.03729560000004252	0.0063151530343361628
0.037295700000042523	0.0063170780046277741
0.037295800000042525	0.0063190029748767529
0.037295900000042528	0.0063209279450546774
0.037296000000042531	0.006322852915218391
0.037296100000042534	0.0063247778852968395
0.037296200000042537	0.0063267028553326554
0.03729630000004254	0.0063286278253542605
0.037296400000042543	0.0063305527953048113
0.037296500000042546	0.0063324777652127295
0.037296600000042548	0.0063344027350638044
0.037296700000042551	0.0063363277048580358
0.037296800000042554	0.0063382526745812129
0.037296900000042557	0.0063401776442901792
0.03729700000004256	0.0063421026139565129
0.037297100000042563	0.0063440275835375814
0.037297200000042566	0.0063459525531044392
0.037297300000042569	0.0063478775226002426
0.037297400000042571	0.0063498024920534135
0.037297500000042574	0.0063517274614639518
0.037297600000042577	0.0063536524308176467
0.03729770000004258	0.0063555774001287091
0.037297800000042583	0.006357502369382928
0.037297900000042586	0.0063594273385803035
0.037298000000042589	0.0063613523077634682
0.037298100000042592	0.0063632772768613677
0.037298200000042595	0.0063652022459024238
0.037298300000042597	0.006367127214929269
0.0372984000000426	0.00636905218388506
0.037298500000042603	0.0063709771527982184
0.037298600000042606	0.0063729021216403225
0.037298700000042609	0.0063748270904824267
0.037298800000042612	0.0063767520592250548
0.037298900000042615	0.0063786770279534721
0.037299000000042618	0.0063806019965824134
0.03729910000004262	0.0063825269652255656
0.037299200000042623	0.0063844519337834527
0.037299300000042626	0.0063863769022987071
0.037299400000042629	0.006388301870771329
0.037299500000042632	0.0063902268392013184
0.037299600000042635	0.0063921518075460426
0.037299700000042638	0.0063940767758623451
0.037299800000042641	0.0063960017441218042
0.037299900000042643	0.0063979267123528416
0.037300000000042646	0.0063998516805128247
0.037300100000042649	0.0064017766486728078
0.037300200000042652	0.0064037016167475258
0.037300300000042655	0.0064056265847511895
0.037300400000042658	0.0064075515527122207
0.037300500000042661	0.0064094765206448301
0.037300600000042664	0.0064114014885205961
0.037300700000042666	0.0064133264563395187
0.037300800000042669	0.0064152514241158087
0.037300900000042672	0.0064171763918352553
0.037301000000042675	0.0064191013595120694
0.037301100000042678	0.0064210263271462509
0.037301200000042681	0.0064229512947377998
0.037301300000042684	0.0064248762622725053
0.037301400000042687	0.0064268012297361565
0.037301500000042689	0.0064287261971571752
0.037301600000042692	0.0064306511645355613
0.037301700000042695	0.0064325761318713148
0.037301800000042698	0.0064345010991502249
