Time,Il
0.037275200000041933,1.2512657576735364e-005
0.037275300000041936,1.2512657576735364e-005
0.037275400000041939,1.2505552149377763e-005
0.037275500000041942,1.2505552149377763e-005
0.037275600000041945,1.2505552149377763e-005
0.037275700000041948,1.2505552149377763e-005
0.03727580000004195,1.2505552149377763e-005
0.037275900000041953,1.2512657576735364e-005
0.037276000000041956,1.2498446722020162e-005
0.037276100000041959,1.2505552149377763e-005
0.037276200000041962,1.2512657576735364e-005
0.037276300000041965,1.2505552149377763e-005
0.037276400000041968,1.2505552149377763e-005
0.037276500000041971,1.2512657576735364e-005
0.037276600000041973,1.2505552149377763e-005
0.037276700000041976,1.2505552149377763e-005
0.037276800000041979,1.2505552149377763e-005
0.037276900000041982,1.2505552149377763e-005
0.037277000000041985,1.2512657576735364e-005
0.037277100000041988,1.2505552149377763e-005
0.037277200000041991,1.2505552149377763e-005
0.037277300000041994,1.2505552149377763e-005
0.037277400000041996,1.2512657576735364e-005
0.037277500000041999,1.2505552149377763e-005
0.037277600000042002,1.2505552149377763e-005
0.037277700000042005,1.2512657576735364e-005
0.037277800000042008,1.2505552149377763e-005
0.037277900000042011,1.2512657576735364e-005
0.037278000000042014,1.2512657576735364e-005
0.037278100000042017,1.2505552149377763e-005
0.037278200000042019,1.2505552149377763e-005
0.037278300000042022,1.2505552149377763e-005
0.037278400000042025,1.2512657576735364e-005
0.037278500000042028,1.2505552149377763e-005
0.037278600000042031,1.2505552149377763e-005
0.037278700000042034,1.2512657576735364e-005
0.037278800000042037,1.2519763004092965e-005
0.03727890000004204,1.2512657576735364e-005
0.037279000000042042,1.2512657576735364e-005
0.037279100000042045,1.2519763004092965e-005
0.037279200000042048,1.2519763004092965e-005
0.037279300000042051,1.2519763004092965e-005
0.037279400000042054,1.2505552149377763e-005
0.037279500000042057,1.2512657576735364e-005
0.03727960000004206,1.2512657576735364e-005
0.037279700000042063,1.2512657576735364e-005
0.037279800000042065,1.2519763004092965e-005
0.037279900000042068,1.2512657576735364e-005
0.037280000000042071,1.2519763004092965e-005
0.037280100000042074,1.2512657576735364e-005
0.037280200000042077,1.2519763004092965e-005
0.03728030000004208,1.2519763004092965e-005
0.037280400000042083,1.2519763004092965e-005
0.037280500000042086,1.2512657576735364e-005
0.037280600000042088,1.2512657576735364e-005
0.037280700000042091,1.2519763004092965e-005
0.037280800000042094,1.2512657576735364e-005
0.037280900000042097,1.2512657576735364e-005
0.0372810000000421,1.2519763004092965e-005
0.037281100000042103,1.2512657576735364e-005
0.037281200000042106,1.2512657576735364e-005
0.037281300000042109,1.2512657576735364e-005
0.037281400000042111,1.2512657576735364e-005
0.037281500000042114,1.2512657576735364e-005
0.037281600000042117,1.2519763004092965e-005
0.03728170000004212,1.2512657576735364e-005
0.037281800000042123,1.2512657576735364e-005
0.037281900000042126,1.2519763004092965e-005
0.037282000000042129,1.2512657576735364e-005
0.037282100000042132,1.2512657576735364e-005
0.037282200000042134,1.2519763004092965e-005
0.037282300000042137,1.2519763004092965e-005
0.03728240000004214,1.2519763004092965e-005
0.037282500000042143,1.2512657576735364e-005
0.037282600000042146,1.2512657576735364e-005
0.037282700000042149,1.2519763004092965e-005
0.037282800000042152,1.2512657576735364e-005
0.037282900000042155,1.2519763004092965e-005
0.037283000000042157,1.2512657576735364e-005
0.03728310000004216,1.2512657576735364e-005
0.037283200000042163,1.2512657576735364e-005
0.037283300000042166,1.2519763004092965e-005
0.037283400000042169,1.2519763004092965e-005
0.037283500000042172,1.2512657576735364e-005
0.037283600000042175,1.2526868431450566e-005
0.037283700000042178,1.2519763004092965e-005
0.03728380000004218,1.2519763004092965e-005
0.037283900000042183,1.2526868431450566e-005
0.037284000000042186,1.2526868431450566e-005
0.037284100000042189,1.2526868431450566e-005
0.037284200000042192,1.2526868431450566e-005
0.037284300000042195,1.2519763004092965e-005
0.037284400000042198,1.2526868431450566e-005
0.037284500000042201,1.2526868431450566e-005
0.037284600000042203,1.2519763004092965e-005
0.037284700000042206,1.2519763004092965e-005
0.037284800000042209,1.2519763004092965e-005
0.037284900000042212,1.2519763004092965e-005
0.037285000000042215,1.2526868431450566e-005
0.037285100000042218,1.2526868431450566e-005
0.037285200000042221,1.2526868431450566e-005
