Time,tensao_no_diodo,tenso_no_indutor,tenso_sobre_a_chave
0.0018980000000000331,74.996799389397466,45.158156446380971,0.003199277562714542
0.0019000000000000332,74.996767267062808,45.14828212011021,0.0032313865186353041
0.0019020000000000332,74.996735154985416,45.129319998882032,0.0032634852215807086
0.0019040000000000333,74.996703059528045,45.10155776898911,0.0032955673113974626
0.0019060000000000333,74.996670986851328,45.065275966002162,0.0033276266300532598
0.0019080000000000334,74.996638942918935,45.020748139646457,0.0033596572163787641
0.0019100000000000334,-6.954679504512703e-006,-30.018117991228994,75.000007650132432
0.0019120000000000335,-6.9101689674803118e-006,-30.052827697604346,75.00000760117085
0.0019140000000000335,-6.8656246159257562e-006,-30.08204690117218,75.000007552172065
0.0019160000000000336,-6.8210422893760699e-006,-30.104093941029884,75.000007503131499
0.0019180000000000336,-6.7764324507870018e-006,-30.119188154337646,75.000007454060679
0.0019200000000000337,-6.7318052421712301e-006,-30.127543477084316,75.000007404970745
0.0019220000000000337,-6.6871704925081463e-006,-30.129368568200771,75.000007355872526
0.0019240000000000338,-6.6425377254718701e-006,-30.124866930896353,75.000007306776482
0.0019260000000000338,-6.5979161669814651e-006,-30.114237031279885,75.000007257692772
0.0019280000000000339,-6.5533147525774068e-006,-30.097672414325423,75.000007208631217
0.0019300000000000339,-6.5087421346281916e-006,-30.075361817241358,75.000007159601324
0.001932000000000034,-6.4642066893708445e-006,-30.047489280300521,75.000007110612344
0.001934000000000034,-6.4197165237890955e-006,-30.01423425518739,75.000007061673159
0.001936000000000034,-6.3752794823328158e-006,-29.975771710917421,75.000007012792409
0.0019380000000000341,-6.3309031534823181e-006,-29.932272237382175,75.00000696397845
0.0019400000000000341,74.996927748516285,45.102024188720073,0.0030709719045773909
0.0019420000000000342,74.99689564781427,45.128880754503797,0.0031030592368637144
0.0019440000000000342,74.996863535963882,45.148083115444919,0.0031351577128901909
0.0019460000000000343,74.996831414008284,45.157289887852585,0.0031672662899211446
0.0019480000000000343,74.996799288948054,45.15681123882861,0.0031993779702901293
0.0019500000000000344,74.996767167565864,45.146949667102938,0.0032314859741404689
0.0019520000000000344,74.996735056431888,45.128000179501385,0.0032635837340535545
0.0019540000000000343,74.99670296190898,45.100250463462729,0.0032956648897908281
0.0019560000000000341,74.996670890157915,45.063981055692928,0.0033277232832062964
0.0019580000000000339,74.996638847142364,45.019465507041645,0.0033597529530595693
0.0019600000000000338,-6.9548770693876199e-006,-30.019388396714358,75.000007650349758
0.0019620000000000336,-6.9103646636356035e-006,-30.054086086287754,75.000007601386116
0.0019640000000000334,-6.8658184566396009e-006,-30.083293358444436,75.000007552385284
0.0019660000000000333,-6.8212342922408287e-006,-30.105328580025922,75.000007503342701
0.0019680000000000331,-6.7766226332282202e-006,-30.120411087119418,75.000007454269877
0.0019700000000000329,-6.7319936214492228e-006,-30.128754814651071,75.000007405177968
0.0019720000000000328,-6.6873570857195771e-006,-30.130568420499078,75.000007356077774
0.0019740000000000326,-6.6427225495512782e-006,-30.126055406830126,75.000007306979782
0.0019760000000000324,-6.5980992387028158e-006,-30.115414238720277,75.00000725789414
0.0019780000000000322,-6.5534960885556208e-006,-30.098838460120572,75.000007208830681
0.0019800000000000321,-6.5089217513206429e-006,-30.076516807226152,75.000007159798912
0.0019820000000000319,-6.4643846030788584e-006,-30.04863331930618,75.000007110808042
0.0019840000000000317,-6.4198927506594282e-006,-30.015367447050995,75.000007061867009
0.0019860000000000316,-6.3754540383591222e-006,-29.976894158491323,75.000007012984426
0.0019880000000000314,-6.331076054506596e-006,-29.933384042543373,75.000006964168648
0.0019900000000000312,74.99692766627463,45.100922818032345,0.0030710541119844947
0.0019920000000000311,74.996895566350574,45.12778980165487,0.0031031406666528483
0.0019940000000000309,74.996863455272589,45.147002506419646,0.0031352383705751663
0.0019960000000000307,74.996831334082117,45.156219524587513,0.0031673461828063409
0.0019980000000000306,74.996799209779709,45.155751024189648,0.0031994571056230825
0.0020000000000000304,74.996767089148207,45.145899504876709,0.0032315643591260823
