Time,Forma_de_onde_no_comando,Vcon,Vramp
0.61263399999744506,0,0.20000000000000001,0.67999995008623804
0.612635999997445,0,0.20000000000000001,0.71999995008517215
0.61263799999744495,0,0.20000000000000001,0.75999995008410637
0.6126399999974449,0,0.20000000000000001,0.79999995008304059
0.61264199999744484,0,0.20000000000000001,0.8399999500819747
0.61264399999744479,0,0.20000000000000001,0.87999995008090892
0.61264599999744473,0,0.20000000000000001,0.91999995007984314
0.61264799999744468,0,0.20000000000000001,0.95999995007877725
0.61264999999744463,0,0.20000000000000001,0.99999995007771147
0.61265199999744457,1,0.20000000000000001,0.039999950076645661
0.61265399999744452,1,0.20000000000000001,0.079999950075579848
0.61265599999744447,1,0.20000000000000001,0.11999995007451403
0.61265799999744441,1,0.20000000000000001,0.15999995007344822
0.61265999999744436,1,0.20000000000000001,0.19999995007238242
0.61266199999744431,0,0.20000000000000001,0.23999995007131658
0.61266399999744425,0,0.20000000000000001,0.2799999500702508
0.6126659999974442,0,0.20000000000000001,0.31999995006918497
0.61266799999744415,0,0.20000000000000001,0.35999995006811913
0.61266999999744409,0,0.20000000000000001,0.39999995006705336
0.61267199999744404,0,0.20000000000000001,0.43999995006598752
0.61267399999744399,0,0.20000000000000001,0.47999995006492169
0.61267599999744393,0,0.20000000000000001,0.51999995006385591
0.61267799999744388,0,0.20000000000000001,0.55999995006279013
0.61267999999744382,0,0.20000000000000001,0.59999995006172424
0.61268199999744377,0,0.20000000000000001,0.63999995006065846
0.61268399999744372,0,0.20000000000000001,0.67999995005959268
0.61268599999744366,0,0.20000000000000001,0.71999995005852679
0.61268799999744361,0,0.20000000000000001,0.75999995005746102
0.61268999999744356,0,0.20000000000000001,0.79999995005639524
0.6126919999974435,0,0.20000000000000001,0.83999995005532935
0.61269399999744345,0,0.20000000000000001,0.87999995005426357
0.6126959999974434,0,0.20000000000000001,0.91999995005319779
0.61269799999744334,0,0.20000000000000001,0.9599999500521319
0.61269999999744329,0,0.20000000000000001,0.99999995005106612
0.61270199999744324,1,0.20000000000000001,0.039999950050000309
0.61270399999744318,1,0.20000000000000001,0.079999950048934496
0.61270599999744313,1,0.20000000000000001,0.11999995004786868
0.61270799999744308,1,0.20000000000000001,0.15999995004680287
0.61270999999744302,1,0.20000000000000001,0.19999995004573706
0.61271199999744297,0,0.20000000000000001,0.23999995004467123
0.61271399999744292,0,0.20000000000000001,0.27999995004360545
0.61271599999744286,0,0.20000000000000001,0.31999995004253962
0.61271799999744281,0,0.20000000000000001,0.35999995004147378
0.61271999999744275,0,0.20000000000000001,0.399999950040408
0.6127219999974427,0,0.20000000000000001,0.43999995003934217
0.61272399999744265,0,0.20000000000000001,0.47999995003827634
0.61272599999744259,0,0.20000000000000001,0.51999995003721056
0.61272799999744254,0,0.20000000000000001,0.55999995003614478
0.61272999999744249,0,0.20000000000000001,0.59999995003507889
0.61273199999744243,0,0.20000000000000001,0.63999995003401311
0.61273399999744238,0,0.20000000000000001,0.67999995003294733
0.61273599999744233,0,0.20000000000000001,0.71999995003188144
0.61273799999744227,0,0.20000000000000001,0.75999995003081566
0.61273999999744222,0,0.20000000000000001,0.79999995002974988
0.61274199999744217,0,0.20000000000000001,0.83999995002868399
0.61274399999744211,0,0.20000000000000001,0.87999995002761822
0.61274599999744206,0,0.20000000000000001,0.91999995002655244
0.61274799999744201,0,0.20000000000000001,0.95999995002548655
0.61274999999744195,0,0.20000000000000001,0.99999995002442077
0.6127519999974419,1,0.20000000000000001,0.039999950023354956
0.61275399999744184,1,0.20000000000000001,0.079999950022289143
0.61275599999744179,1,0.20000000000000001,0.11999995002122332
0.61275799999744174,1,0.20000000000000001,0.15999995002015752
0.61275999999744168,1,0.20000000000000001,0.19999995001909171
0.61276199999744163,0,0.20000000000000001,0.23999995001802588
0.61276399999744158,0,0.20000000000000001,0.2799999500169601
0.61276599999744152,0,0.20000000000000001,0.31999995001589426
0.61276799999744147,0,0.20000000000000001,0.35999995001482843
0.61276999999744142,0,0.20000000000000001,0.39999995001376265
0.61277199999744136,0,0.20000000000000001,0.43999995001269682
0.61277399999744131,0,0.20000000000000001,0.47999995001163098
0.61277599999744126,0,0.20000000000000001,0.5199999500105652
0.6127779999974412,0,0.20000000000000001,0.55999995000949943
0.61277999999744115,0,0.20000000000000001,0.59999995000843354
0.6127819999974411,0,0.20000000000000001,0.63999995000736776
0.61278399999744104,0,0.20000000000000001,0.67999995000630198
0.61278599999744099,0,0.20000000000000001,0.71999995000523609
0.61278799999744094,0,0.20000000000000001,0.75999995000417031
0.61278999999744088,0,0.20000000000000001,0.79999995000310453
0.61279199999744083,0,0.20000000000000001,0.83999995000203864
0.61279399999744077,0,0.20000000000000001,0.87999995000097286
0.61279599999744072,0,0.20000000000000001,0.91999994999990709
0.61279799999744067,0,0.20000000000000001,0.9599999499988412
0.61279999999744061,0,0.20000000000000001,0.99999994999777542
0.61280199999744056,1,0.20000000000000001,0.039999949996709604
0.61280399999744051,1,0.20000000000000001,0.07999994999564379
0.61280599999744045,1,0.20000000000000001,0.11999994999457797
0.6128079999974404,1,0.20000000000000001,0.15999994999351216
0.61280999999744035,1,0.20000000000000001,0.19999994999244636
0.61281199999744029,0,0.20000000000000001,0.23999994999138052
0.61281399999744024,0,0.20000000000000001,0.27999994999031474
0.61281599999744019,0,0.20000000000000001,0.31999994998924891
0.61281799999744013,0,0.20000000000000001,0.35999994998818308
0.61281999999744008,0,0.20000000000000001,0.3999999499871173
